id,locality_name,Postal_code,Price,Type_of_property,Number_of_rooms,Living_area,Type_of_sale,Equipped_kitchen,Furnished,Open_fire,Terrace,Garden,Number_of_facades,Swimming_Pool,State_of_building
20243528,BEERSEL,1650,499000.0,HOUSE,,110.0,FOR_SALE,True,False,False,,5200.0,4.0,True,GOOD
20243985,Deinze Astene,9800,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20221782,DEURNE,2100,284000.0,HOUSE,,89.0,FOR_SALE,False,False,False,3.0,97.0,2.0,True,TO_BE_DONE_UP
20236558,ANTWERPEN,2018,389900.0,HOUSE,,150.0,FOR_SALE,False,False,False,5.0,19.0,2.0,True,JUST_RENOVATED
20236560,BORGERHOUT,2140,389900.0,HOUSE,,150.0,FOR_SALE,False,False,False,5.0,19.0,2.0,True,JUST_RENOVATED
20242082,DWORP,1653,359000.0,HOUSE,,78.0,FOR_SALE,True,False,False,,,4.0,True,GOOD
20241609,EDEGEM,2650,384950.0,HOUSE,,160.0,FOR_SALE,False,False,False,,70.0,2.0,True,TO_BE_DONE_UP
20242816,Wevelgem,8560,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20243152,Gavere,9890,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20242879,Lichtervelde,8810,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20242880,Aalter,9880,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20240478,Lierde,9570,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20240433,Zulte Machelen,9870,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20240694,Noorderwijk,2200,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20239506,Ixelles,1050,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20239506,Ixelles,1050,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20244297,Sprimont,4140,298000.0,HOUSE,,242.0,FOR_SALE,True,False,False,80.0,147.0,2.0,False,GOOD
20236559,BRECHT,2960,479000.0,VILLA,,226.0,FOR_SALE,True,False,False,,780.0,4.0,True,TO_BE_DONE_UP
20238170,Berchem,2600,849000.0,HOUSE,,232.0,FOR_SALE,False,False,False,,70.0,2.0,True,JUST_RENOVATED
20243677,Sint-Kruis,8310,369000.0,HOUSE,,144.0,FOR_SALE,True,False,False,25.0,30.0,3.0,False,AS_NEW
20240024,Averbode,3271,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20236677,AALST,9300,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20236132,Gavere,9890,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20235803,Merendree,9850,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20236252,Wetteren,9230,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20238742,Kortrijk,8500,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20235883,Sint-Denijs-Westrem,9051,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20238719,Kortrijk,8500,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20235884,Gentbrugge,9050,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20235621,Gent,9000,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20239563,Bruxelles,1000,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20239414,Ukkel,1180,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20239506,Ixelles,1050,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20239506,Ixelles,1050,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20241395,ROESELARE,8800,339000.0,HOUSE,,164.0,FOR_SALE,True,False,False,15.0,40.0,3.0,True,GOOD
20240960,WIJNEGEM,2110,474000.0,HOUSE,,154.0,FOR_SALE,True,False,False,41.0,330.0,3.0,True,JUST_RENOVATED
20244012,Kruisem,9772,250000.0,HOUSE,,141.0,FOR_SALE,False,False,False,,300.0,4.0,False,TO_RENOVATE
20244298,Hannut,4280,289000.0,HOUSE,,130.0,FOR_SALE,True,False,False,20.0,400.0,4.0,False,GOOD
20244275,Kortrijk,8500,455000.0,HOUSE,14.0,187.0,FOR_SALE,True,False,False,,100.0,,True,GOOD
20243109,Oosterzele,9860,475000.0,HOUSE,3.0,134.0,FOR_SALE,False,False,False,24.0,1.0,4.0,False,AS_NEW
20243204,Gent Mariakerke,9030,620000.0,HOUSE,,265.0,FOR_SALE,False,False,False,30.0,478.0,3.0,False,GOOD
20242571,DEURNE,2100,299000.0,HOUSE,,122.0,FOR_SALE,True,False,False,,30.0,2.0,True,TO_BE_DONE_UP
20242604,Woluwe-Saint-Pierre,1150,650000.0,HOUSE,,142.0,FOR_SALE,False,False,False,12.0,100.0,2.0,False,GOOD
20233894,Deinze,9800,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20232703,Waasmunster,9250,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20232704,Oostduinkerke,8670,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20235186,BRUXELLES,1130,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20235194,Machelen,1830,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
9397247,Brugge,8000,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20235436,OLEN,2250,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20241534,Geraardsbergen,9500,267000.0,HOUSE,18.0,156.0,FOR_SALE,False,False,False,,,,True,TO_RENOVATE
20235237,BORGERHOUT,2140,325000.0,HOUSE,,196.0,FOR_SALE,True,False,False,8.0,8.0,2.0,True,GOOD
20241977,Kortrijk,8500,292500.0,HOUSE,,150.0,FOR_SALE,True,False,False,,,2.0,True,GOOD
20241001,ZELZATE,9060,369000.0,HOUSE,,149.0,FOR_SALE,True,False,False,46.0,24.0,,True,GOOD
20241825,BRAINE-L'ALLEUD,1420,415000.0,HOUSE,,201.0,FOR_SALE,True,False,False,30.0,143.0,2.0,True,JUST_RENOVATED
20242285,Visé,4600,440000.0,TOWN_HOUSE,,232.0,FOR_SALE,True,False,False,,100.0,2.0,False,GOOD
20242640,LIPPELO,2890,649000.0,VILLA,,174.0,FOR_SALE,True,False,False,75.0,,4.0,True,GOOD
20231046,WAVRE,1300,225000.0,HOUSE,,110.0,FOR_SALE,False,False,False,8.0,,3.0,True,TO_RENOVATE
20240496,Waregem,8790,299000.0,HOUSE,4.0,354.0,FOR_SALE,True,False,True,,,3.0,False,GOOD
20239177,Elzele,7890,349000.0,HOUSE,,138.0,FOR_SALE,True,False,False,25.0,2000.0,4.0,False,TO_BE_DONE_UP
20238847,Ronse,9600,349000.0,HOUSE,,138.0,FOR_SALE,True,False,False,25.0,2000.0,4.0,False,TO_BE_DONE_UP
20235273,Leuven,3001,399000.0,HOUSE,,114.0,FOR_SALE,True,False,False,25.0,50.0,2.0,False,AS_NEW
20236913,Gent,9000,775000.0,HOUSE,,210.0,FOR_SALE,False,False,False,,85.0,3.0,False,AS_NEW
20237928,Boechout,2530,799000.0,VILLA,,262.0,FOR_SALE,False,False,False,1.0,480.0,4.0,True,AS_NEW
20237929,Vremde,2531,799000.0,VILLA,,262.0,FOR_SALE,False,False,False,1.0,480.0,4.0,True,AS_NEW
20243694,Ouffet,4590,399000.0,HOUSE,,170.0,FOR_SALE,True,False,False,100.0,850.0,4.0,False,GOOD
20243789,Torhout,8820,487000.0,HOUSE,1.0,229.0,FOR_SALE,False,False,False,20.0,391.0,4.0,True,AS_NEW
20243202,Sint-Martens-Latem,9830,865000.0,HOUSE,,171.0,FOR_SALE,True,False,False,26.0,1010.0,4.0,False,TO_BE_DONE_UP
20229873,Oostrozebeke,8780,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20229810,Meulebeke,8760,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20231076,Eernegem,8480,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20232149,Torhout,8820,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20229809,Lokeren,9160,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20234460,KORTRIJK,8500,199000.0,HOUSE,,145.0,FOR_SALE,False,False,False,,,2.0,True,TO_RENOVATE
20235250,MOERBEKE,9180,345000.0,HOUSE,,165.0,FOR_SALE,False,False,False,60.0,100.0,3.0,True,GOOD
20235479,KORTENBERG,3078,370000.0,HOUSE,,267.0,FOR_SALE,False,False,False,,760.0,3.0,True,TO_RENOVATE
20226641,BONHEIDEN,2820,379000.0,HOUSE,,139.0,FOR_SALE,True,False,False,14.0,145.0,3.0,True,GOOD
20242611,ANSEROEUL,7750,148500.0,HOUSE,,183.0,FOR_SALE,False,False,False,50.0,452.0,2.0,True,TO_RENOVATE
20240908,Aalst,9300,309000.0,HOUSE,,160.0,FOR_SALE,True,False,False,35.0,35.0,2.0,True,TO_BE_DONE_UP
20243130,BUIZINGEN,1501,395000.0,HOUSE,,115.0,FOR_SALE,False,False,False,25.0,50.0,3.0,True,GOOD
20228280,DIEGEM,1831,449000.0,HOUSE,,230.0,FOR_SALE,False,False,False,,,3.0,True,TO_BE_DONE_UP
20241514,Edegem,2650,525000.0,HOUSE,,262.0,FOR_SALE,True,False,False,,170.0,3.0,False,GOOD
20232268,SINT-KWINTENS-LENNIK,1750,349000.0,HOUSE,,176.0,FOR_SALE,True,False,False,,,2.0,True,TO_BE_DONE_UP
20244251,Lierneux,4990,395000.0,HOUSE,,180.0,FOR_SALE,True,False,True,10.0,1200.0,4.0,False,JUST_RENOVATED
20239717,Ronse,9600,139000.0,HOUSE,,110.0,FOR_SALE,True,False,False,,20.0,2.0,False,GOOD
20237966,OOSTAKKER,9041,330000.0,HOUSE,,222.0,FOR_SALE,False,False,False,,,2.0,True,TO_RENOVATE
20236249,Gavere,9890,459000.0,HOUSE,,430.0,FOR_SALE,False,False,False,50.0,179.0,2.0,False,TO_BE_DONE_UP
20236569,DESTELBERGEN,9070,574000.0,HOUSE,,170.0,FOR_SALE,True,False,False,,,4.0,True,GOOD
20236282,Libramont-Chevigny,6800,589000.0,EXCEPTIONAL_PROPERTY,,280.0,FOR_SALE,False,False,False,140.0,1200.0,4.0,True,GOOD
20236655,Waterloo,1410,975000.0,HOUSE,7.0,465.0,FOR_SALE,False,False,True,,477.0,4.0,False,GOOD
20236653,Braine-l'Alleud,1420,975000.0,HOUSE,7.0,465.0,FOR_SALE,False,False,True,,477.0,4.0,False,GOOD
20236654,Rhode-Saint-Genese,1640,975000.0,HOUSE,7.0,465.0,FOR_SALE,False,False,True,,477.0,4.0,False,GOOD
20242755,Zandvliet,2040,379000.0,HOUSE,13.0,146.0,FOR_SALE,True,False,False,,495.0,,True,GOOD
20243517,Aalst,9320,779000.0,VILLA,,217.0,FOR_SALE,False,False,False,,3000.0,4.0,False,GOOD
20233144,Oupeye,4680,139000.0,HOUSE,,122.0,FOR_SALE,False,False,False,,15.0,2.0,False,TO_RENOVATE
20229108,SINT-PIETERS-LEEUW,1600,199000.0,HOUSE,,130.0,FOR_SALE,False,False,False,,,2.0,True,TO_RENOVATE
20234452,HERENT,3020,295000.0,HOUSE,,116.0,FOR_SALE,True,False,False,,62.0,2.0,True,TO_BE_DONE_UP
20242467,Liège,4020,249000.0,HOUSE,,130.0,FOR_SALE,True,False,False,33.0,,2.0,False,AS_NEW
20240188,Zottegem,9620,249000.0,HOUSE,18.0,212.0,FOR_SALE,False,False,False,,,,True,TO_RENOVATE
20241989,Wetteren,9230,295000.0,HOUSE,,146.0,FOR_SALE,False,False,False,,170.0,3.0,False,GOOD
20241273,FLEURUS,6220,315000.0,HOUSE,,100.0,FOR_SALE,False,False,False,14.0,1030.0,4.0,True,TO_BE_DONE_UP
20239890,Stabroek,2940,424000.0,HOUSE,18.0,186.0,FOR_SALE,True,False,False,,792.0,,True,GOOD
20240525,BERCHEM,2600,425000.0,HOUSE,,138.0,FOR_SALE,True,False,False,11.0,,,True,JUST_RENOVATED
20242318,Bruxelles,1120,477000.0,HOUSE,5.0,186.0,FOR_SALE,False,False,True,30.0,120.0,2.0,False,AS_NEW
20227187,Nazareth,9810,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20227686,MOL,2400,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20229277,HEIST-OP-DEN-BERG,2220,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20227045,De Pinte,9840,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20227805,Elsene,1050,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20239267,Gullegem,8560,310000.0,HOUSE,,190.0,FOR_SALE,True,False,False,,316.0,3.0,True,GOOD
20237417,HOBOKEN,2660,334000.0,HOUSE,,205.0,FOR_SALE,False,False,False,,70.0,2.0,True,JUST_RENOVATED
20236926,BEERSEL,1650,348000.0,HOUSE,,130.0,FOR_SALE,False,False,False,10.0,35.0,3.0,True,TO_BE_DONE_UP
20236927,HUIZINGEN,1654,348000.0,HOUSE,,130.0,FOR_SALE,False,False,False,10.0,35.0,3.0,True,TO_BE_DONE_UP
20236656,Schaerbeek,1030,549000.0,APARTMENT_BLOCK,,350.0,FOR_SALE,False,False,False,,30.0,3.0,False,TO_BE_DONE_UP
20236657,Schaerbeek,1030,549000.0,HOUSE,,350.0,FOR_SALE,False,False,False,,30.0,3.0,False,TO_BE_DONE_UP
20236928,SINT-AGATHA-BERCHEM,1082,730000.0,MANSION,,238.0,FOR_SALE,True,False,False,,330.0,3.0,True,GOOD
20243458,Puurs-Sint-Amands,2870,325000.0,HOUSE,1.0,198.0,FOR_SALE,False,False,False,,50.0,2.0,True,TO_BE_DONE_UP
20241548,Meulebeke,8760,330000.0,HOUSE,15.0,174.0,FOR_SALE,True,False,False,,,,True,JUST_RENOVATED
20242756,Berendrecht,2040,450000.0,HOUSE,13.0,162.0,FOR_SALE,True,False,False,,508.0,,True,GOOD
20230748,Flémalle,4400,185000.0,HOUSE,,125.0,FOR_SALE,True,False,False,10.0,150.0,2.0,False,GOOD
20234194,Trooz,4870,199000.0,HOUSE,,78.0,FOR_SALE,True,False,False,15.0,96.0,3.0,False,GOOD
20233264,Oupeye,4680,279000.0,HOUSE,,149.0,FOR_SALE,True,False,True,67.0,525.0,3.0,False,GOOD
20234764,Flémalle,4400,285000.0,HOUSE,,135.0,FOR_SALE,False,False,False,10.0,50.0,2.0,False,AS_NEW
20233484,KONTICH,2550,319000.0,HOUSE,,172.0,FOR_SALE,True,False,False,14.0,100.0,2.0,True,TO_BE_DONE_UP
20234488,OUDENAARDE,9700,435000.0,EXCEPTIONAL_PROPERTY,,333.0,FOR_SALE,False,False,False,,700.0,3.0,True,TO_RENOVATE
20235030,Kraainem,1950,595000.0,MIXED_USE_BUILDING,,350.0,FOR_SALE,False,False,False,,1400.0,4.0,False,GOOD
20238498,ANTWERPEN,2018,189000.0,MIXED_USE_BUILDING,,45.0,FOR_SALE,False,False,False,,,3.0,True,GOOD
20237976,WILRIJK,2610,199000.0,MIXED_USE_BUILDING,,88.0,FOR_SALE,True,False,False,,,2.0,True,JUST_RENOVATED
20243127,Seraing,4100,199000.0,HOUSE,,46.0,FOR_SALE,True,False,False,10.0,84.0,2.0,False,GOOD
20242227,La Bruyère,5080,385000.0,HOUSE,,145.0,FOR_SALE,False,False,False,20.0,1400.0,4.0,False,GOOD
20243095,Sint-Pieters-Leeuw,1600,420000.0,TOWN_HOUSE,,200.0,FOR_SALE,False,False,False,15.0,200.0,3.0,True,GOOD
20241808,Affligem,1790,589000.0,VILLA,,260.0,FOR_SALE,False,False,False,19.0,400.0,4.0,False,AS_NEW
20242317,Auderghem,1160,625000.0,HOUSE,,176.0,FOR_SALE,False,False,False,34.0,155.0,2.0,False,AS_NEW
20241367,Haaltert,9450,625000.0,EXCEPTIONAL_PROPERTY,,265.0,FOR_SALE,False,False,False,150.0,250.0,3.0,True,AS_NEW
20240743,Beerse,2340,675000.0,HOUSE,,336.0,FOR_SALE,True,False,False,,1200.0,4.0,True,AS_NEW
20240646,Woluwe-Saint-Lambert,1200,790000.0,HOUSE,,362.0,FOR_SALE,False,False,False,5.0,50.0,2.0,False,TO_RENOVATE
20240579,Brugge,8000,1100000.0,EXCEPTIONAL_PROPERTY,,350.0,FOR_SALE,False,False,False,,600.0,4.0,True,AS_NEW
20232483,Schuiferskapelle,8700,135000.0,HOUSE,1.0,115.0,FOR_SALE,False,False,False,12.0,180.0,3.0,True,TO_RENOVATE
20231381,LEDE,9340,356000.0,HOUSE,,185.0,FOR_SALE,False,False,False,30.0,330.0,2.0,True,JUST_RENOVATED
20243992,Gent Drongen,9031,1050000.0,HOUSE,,408.0,FOR_SALE,False,False,False,,,4.0,False,TO_BE_DONE_UP
20222713,SCHILDE,2970,640000.0,HOUSE,,241.0,FOR_SALE,True,False,False,,,4.0,True,GOOD
20226959,Uccle,1180,1950000.0,HOUSE,9.0,310.0,FOR_SALE,False,False,True,20.0,200.0,3.0,False,AS_NEW
20238025,Ans,4430,499000.0,HOUSE,,118.0,FOR_SALE,True,False,False,6.0,4128.0,4.0,False,GOOD
20238127,Brugge,8310,525000.0,HOUSE,,205.0,FOR_SALE,False,False,False,,100.0,2.0,False,AS_NEW
20226559,Deinze Astene,9800,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20228162,SCHOTEN,2900,1150000.0,EXCEPTIONAL_PROPERTY,,360.0,FOR_SALE,True,False,False,,2618.0,4.0,True,GOOD
20243548,TOLLEMBEEK,1570,285000.0,HOUSE,,162.0,FOR_SALE,True,False,False,,,,True,TO_BE_DONE_UP
20242753,Stasegem,8530,365000.0,HOUSE,9.0,181.0,FOR_SALE,True,False,False,35.0,300.0,,True,GOOD
20243606,BEVEREN,9130,375000.0,HOUSE,,166.0,FOR_SALE,True,False,False,68.0,200.0,4.0,True,JUST_RENOVATED
20242743,Mechelen,2800,399000.0,HOUSE,11.0,240.0,FOR_SALE,True,False,False,,400.0,,True,TO_RENOVATE
20242740,Hombeek,2811,399000.0,HOUSE,11.0,240.0,FOR_SALE,True,False,False,,400.0,,True,TO_RENOVATE
20242719,Aalst (9300),9300,399000.0,HOUSE,14.0,180.0,FOR_SALE,True,False,False,18.0,,,True,GOOD
20242722,Moorsel,9310,399000.0,HOUSE,14.0,180.0,FOR_SALE,True,False,False,18.0,,,True,GOOD
20243572,Koolskamp,8851,429000.0,HOUSE,1.0,184.0,FOR_SALE,False,False,False,14.0,,4.0,True,GOOD
20243376,ZULZEKE,9690,555000.0,VILLA,,550.0,FOR_SALE,False,False,False,,,4.0,True,TO_BE_DONE_UP
20241683,MECHELEN,2800,599000.0,HOUSE,,169.0,FOR_SALE,True,False,False,23.0,115.0,4.0,True,JUST_RENOVATED
20241682,HOMBEEK,2811,599000.0,HOUSE,,169.0,FOR_SALE,True,False,False,23.0,115.0,4.0,True,JUST_RENOVATED
20243425,WAREGEM,8790,790000.0,VILLA,,350.0,FOR_SALE,False,False,True,,,4.0,True,TO_BE_DONE_UP
20243508,Ieper,8900,1595000.0,CASTLE,,600.0,FOR_SALE,True,False,False,,,4.0,True,GOOD
20224191,Mechelen,2800,348000.0,HOUSE,,153.0,FOR_SALE,True,False,False,,37.0,2.0,True,JUST_RENOVATED
20234550,JUPILLE-SUR-MEUSE,4020,245000.0,TOWN_HOUSE,,148.0,FOR_SALE,True,False,False,15.0,115.0,3.0,True,TO_RENOVATE
20232519,Ninove,9400,395000.0,HOUSE,12.0,175.0,FOR_SALE,True,False,False,50.0,1000.0,,True,GOOD
20233771,Grez-Doiceau,1390,449000.0,HOUSE,,157.0,FOR_SALE,True,False,False,,,4.0,True,JUST_RENOVATED
20235432,BRECHT,2960,1099000.0,VILLA,,452.0,FOR_SALE,True,False,True,,,4.0,True,GOOD
20241396,Deerlijk,8540,149000.0,HOUSE,,145.0,FOR_SALE,False,False,False,,260.0,3.0,True,TO_BE_DONE_UP
20241177,Seraing,4100,179900.0,HOUSE,,140.0,FOR_SALE,True,False,False,,50.0,2.0,False,JUST_RENOVATED
20240193,Oudenaarde,9700,325000.0,HOUSE,15.0,146.0,FOR_SALE,False,False,False,,,,True,GOOD
20242456,MARCHIN,4570,360000.0,HOUSE,,161.0,FOR_SALE,True,False,False,11.0,715.0,4.0,False,GOOD
20241193,Loppem,8210,429000.0,HOUSE,,163.0,FOR_SALE,True,False,False,,300.0,3.0,False,AS_NEW
20241357,Anderlecht,1070,499000.0,HOUSE,18.0,234.0,FOR_SALE,False,False,False,13.0,234.0,3.0,False,GOOD
20242516,Anderlecht,1070,545000.0,HOUSE,,140.0,FOR_SALE,False,False,False,21.0,85.0,2.0,False,AS_NEW
20240840,DUFFEL,2570,839000.0,HOUSE,,285.0,FOR_SALE,True,False,True,,,,True,GOOD
20218732,MECHELEN,2800,539000.0,HOUSE,,153.0,FOR_SALE,True,False,True,13.0,490.0,4.0,True,GOOD
20230488,Bassenge,4690,475000.0,HOUSE,,215.0,FOR_SALE,False,False,False,55.0,520.0,3.0,False,AS_NEW
20231746,Uccle,1180,1495000.0,HOUSE,,210.0,FOR_SALE,True,False,False,,600.0,3.0,False,TO_BE_DONE_UP
20244093,EVERGEM,9940,242000.0,HOUSE,,119.0,FOR_SALE,False,False,False,,,,True,TO_RENOVATE
20243883,Berlaar,2590,295000.0,HOUSE,16.0,151.0,FOR_SALE,True,False,False,,,,True,TO_BE_DONE_UP
20244274,GENT,9000,320000.0,MIXED_USE_BUILDING,,170.0,FOR_SALE,False,False,False,,,2.0,False,AS_NEW
20243819,Kortemark,8610,465000.0,VILLA,19.0,269.0,FOR_SALE,True,False,False,,,,True,GOOD
20244273,GENT,9000,2200000.0,MIXED_USE_BUILDING,,520.0,FOR_SALE,True,False,False,,,2.0,False,TO_BE_DONE_UP
20236251,Zottegem,9620,249000.0,HOUSE,,177.0,FOR_SALE,True,False,False,12.0,170.0,3.0,False,TO_RENOVATE
20237627,Soumagne,4633,260000.0,HOUSE,,140.0,FOR_SALE,True,False,False,72.0,630.0,3.0,True,GOOD
20236447,Liedekerke,1770,409000.0,HOUSE,,250.0,FOR_SALE,False,False,False,66.0,800.0,2.0,False,AS_NEW
20238091,Wezembeek-Oppem,1970,495000.0,HOUSE,,144.0,FOR_SALE,False,False,False,13.0,500.0,3.0,False,TO_RENOVATE
20236921,ONZE-LIEVE-VROUW-WAVER,2861,528000.0,HOUSE,,185.0,FOR_SALE,True,False,False,,,,True,GOOD
20236824,Overijse,3090,535000.0,VILLA,,213.0,FOR_SALE,True,False,False,21.0,1521.0,4.0,False,TO_BE_DONE_UP
20236448,Asse,1730,579000.0,HOUSE,,187.0,FOR_SALE,True,False,False,13.0,2000.0,4.0,False,GOOD
20235537,Vilvoorde,1800,649000.0,HOUSE,,213.0,FOR_SALE,False,False,False,,150.0,4.0,False,AS_NEW
20238292,Brakel,9660,2125000.0,VILLA,,519.0,FOR_SALE,False,False,False,210.0,4725.0,4.0,True,AS_NEW
20227566,VLEZENBEEK,1602,199000.0,HOUSE,,130.0,FOR_SALE,False,False,False,,,2.0,True,TO_RENOVATE
20230230,Seraing,4101,215000.0,HOUSE,,117.0,FOR_SALE,True,False,False,30.0,205.0,2.0,False,AS_NEW
20230260,Seraing,4101,279000.0,HOUSE,,101.0,FOR_SALE,True,False,False,14.0,100.0,3.0,False,AS_NEW
20228144,HERSELT,2230,348500.0,HOUSE,,199.0,FOR_SALE,False,False,False,,,3.0,True,GOOD
20242735,Geluwe,8940,169000.0,HOUSE,15.0,165.0,FOR_SALE,True,False,False,,,,True,TO_RENOVATE
20243269,Oosterzele,9860,499000.0,HOUSE,6.0,205.0,FOR_SALE,False,False,True,,,4.0,True,JUST_RENOVATED
20243041,Eke,9810,590000.0,HOUSE,16.0,220.0,FOR_SALE,True,False,False,,,,True,GOOD
20235603,Torhout,8820,249900.0,HOUSE,1.0,139.0,FOR_SALE,False,False,False,11.0,16.0,3.0,True,GOOD
20235577,MERKSEM,2170,289000.0,MIXED_USE_BUILDING,,227.0,FOR_SALE,True,False,False,15.0,,2.0,True,GOOD
20233018,Gavere Dikkelvenne,9890,650000.0,HOUSE,,212.0,FOR_SALE,False,False,False,32.0,185.0,3.0,False,AS_NEW
20222224,Mol,2400,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20225346,Geraardsbergen Moerbeke,9500,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20225393,Libramont-Chevigny,6800,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20223633,Koekelare,8680,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20221637,Ninove,9400,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20223611,Zele,9240,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20225073,Haasrode,3053,,HOUSE_GROUP,,,FOR_SALE,False,False,False,,,,True,
20241168,Han-sur-Lesse,5580,249000.0,HOUSE,,340.0,FOR_SALE,False,False,False,30.0,520.0,2.0,False,TO_RENOVATE
20241167,Han-sur-Lesse,5580,249000.0,APARTMENT_BLOCK,,340.0,FOR_SALE,False,False,False,30.0,520.0,2.0,False,TO_RENOVATE
20240917,Lede,9340,299000.0,HOUSE,,225.0,FOR_SALE,False,False,False,14.0,95.0,2.0,False,GOOD
20240088,Willebroek,2830,369000.0,MIXED_USE_BUILDING,11.0,148.0,FOR_SALE,True,False,False,,,,True,GOOD
20241289,OUD-HEVERLEE,3050,547000.0,HOUSE,,244.0,FOR_SALE,False,False,False,,,4.0,True,TO_RENOVATE
20237239,Hove,2540,595000.0,HOUSE,20.0,186.0,FOR_SALE,False,False,False,21.0,,,True,GOOD
20242587,KONTICH,2550,750000.0,APARTMENT_BLOCK,,210.0,FOR_SALE,True,False,False,10.0,,2.0,True,JUST_RENOVATED
20241460,Meise,1860,849000.0,EXCEPTIONAL_PROPERTY,,305.0,FOR_SALE,False,False,False,,2062.0,4.0,False,AS_NEW
20230284,HAALTERT,9450,349000.0,HOUSE,,249.0,FOR_SALE,True,False,False,,,2.0,True,GOOD
20231150,SCHOTEN,2900,419000.0,HOUSE,,250.0,FOR_SALE,True,False,False,17.0,91.0,2.0,True,AS_NEW
20232412,Ronse,9600,580000.0,MANSION,,210.0,FOR_SALE,True,False,False,,,4.0,True,GOOD
20230648,COURT-SAINT-ETIENNE,1490,875000.0,EXCEPTIONAL_PROPERTY,,396.0,FOR_SALE,True,False,False,,,4.0,True,GOOD
20243862,Brakel,9660,258000.0,HOUSE,15.0,185.0,FOR_SALE,False,False,False,,,,True,TO_RENOVATE
20243914,Lokeren,9160,329000.0,HOUSE,,150.0,FOR_SALE,True,False,False,50.0,650.0,4.0,True,TO_RENOVATE
20243794,Knokke-Heist,8300,945000.0,HOUSE,17.0,158.0,FOR_SALE,False,False,False,,,,True,JUST_RENOVATED
20243867,De Haan,8420,1195000.0,HOUSE,14.0,202.0,FOR_SALE,False,False,False,,,,True,AS_NEW
20243792,Knokke-Heist,8300,1495000.0,HOUSE,18.0,240.0,FOR_SALE,False,False,False,,,,True,GOOD
20225414,MECHELEN,2800,395000.0,HOUSE,,108.0,FOR_SALE,True,False,False,,61.0,2.0,True,AS_NEW
20226056,LICHTAART,2460,669000.0,HOUSE,,495.0,FOR_SALE,False,False,False,,,4.0,True,GOOD
20236264,Maldegem,9990,235000.0,HOUSE,,105.0,FOR_SALE,True,False,False,,200.0,3.0,False,TO_RENOVATE
